Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
CipherTrace,SF Bay Area,Crypto,,09-04-2020 00:00,https://www.theblockcrypto.com/daily/61411/blockchain-analytics-chainalysis-elliptic-ciphertrace-coronavirus,18,Unknown,30-04-2020 16:17,United States,,Unknown
Elliptic,London,Crypto,,09-04-2020 00:00,https://www.theblockcrypto.com/daily/61411/blockchain-analytics-chainalysis-elliptic-ciphertrace-coronavirus,40,Series B,30-04-2020 16:16,United Kingdom,0.3,Unknown
Zest AI,Los Angeles,Finance,,09-04-2020 00:00,LinkedIn,217,Unknown,12-04-2020 23:56,United States,,Unknown
Eventbrite,SF Bay Area,Consumer,500,08-04-2020 00:00,https://layoffs.fyi/2020/04/13/eventbrite-laid-off-500-employees/,332,Post-IPO,08-04-2020 20:36,United States,0.45,Unknown
Meesho,Bengaluru,Retail,200,08-04-2020 00:00,https://entrackr.com/2020/04/exclusive-meesho-lays-off-over-200-employees-due-to-covid-19/,215,Series D,10-04-2020 04:54,India,0.28,Unknown
Scoop,SF Bay Area,Transportation,92,08-04-2020 00:00,https://layoffs.fyi/2020/04/10/scoop-announces-layoff/,95,Series C,09-04-2020 04:48,United States,0.33,Unknown
Unison,SF Bay Area,Finance,89,08-04-2020 00:00,https://www.bizjournals.com/sanfrancisco/news/2020/04/03/exclusive-s-f-proptech-raises-doubts-about-its.html,40,Series B,04-04-2020 04:34,United States,0.45,Unknown
Lever,SF Bay Area,Recruiting,86,08-04-2020 00:00,https://layoffs.fyi/2020/04/13/lever-laid-off-109-employees/,72,Series C,09-04-2020 00:03,United States,0.4,Unknown
Unbabel,Lisbon,Support,80,08-04-2020 00:00,https://www.time24.news/i/2020/04/unbabel-will-lay-off-35-of-employees-there-are-more-than-80-people-observer.html,91,Series C,09-04-2020 21:39,Portugal,0.35,Unknown
Button,New York City,Marketing,48,08-04-2020 00:00,LinkedIn,64,Series C,10-04-2020 14:31,United States,0.35,Unknown
Eden / Managed By Q,New York City,Real Estate,40,08-04-2020 00:00,https://layoffs.fyi/2020/04/08/remainder-of-managed-by-q-team-furloughed-or-laid-off-by-eden/,40,Series B,08-04-2020 17:15,United States,0.4,Unknown
Quantcast,SF Bay Area,Marketing,30,08-04-2020 00:00,https://www.adexchanger.com/platforms/quantcast-lays-off-5-and-cuts-salaries-due-to-economic-impact-of-the-coronavirus/,65,Series C,08-04-2020 15:33,United States,0.05,Unknown
BVAccel,San Diego,Marketing,25,08-04-2020 00:00,https://www.businessinsider.com/bvaccel-cuts-employees-due-to-coronavirus-impact-on-dtc-brands-2020-4,,Unknown,12-04-2020 06:35,United States,0.25,Unknown
VideoAmp,Los Angeles,Marketing,21,08-04-2020 00:00,https://www.businessinsider.com/videoamp-cuts-staff-and-2020-revenue-projections-due-to-coronavirus-2020-4,106,Series C,10-04-2020 04:28,United States,0.1,Unknown
Kenoby,Sao Paulo,Recruiting,18,08-04-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",23,Unknown,12-04-2020 06:37,Brazil,0.16,Unknown
Connected,Toronto,Product,17,08-04-2020 00:00,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,,Unknown,11-04-2020 06:09,Canada,0.1,Unknown
GetNinjas,Sao Paulo,Consumer,11,08-04-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",16,Series B,12-04-2020 06:41,Brazil,0.1,Unknown
Spyce,Boston,Food,4,08-04-2020 00:00,https://www.americaninno.com/boston/inno-news-boston/robotic-kitchen-spyce-lays-off-staff-amid-coronavirus-crisis/,26,Series A,08-04-2020 23:49,United States,0.12,Unknown
Creditas,Sao Paulo,Finance,,08-04-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",314,Series D,12-04-2020 06:39,Brazil,0.06,Unknown
Lytics,Portland,Marketing,,08-04-2020 00:00,Internal memo,58,Series C,02-06-2020 03:58,United States,,Unknown
RedDoorz,Singapore,Travel,,08-04-2020 00:00,https://www.techinasia.com/airy-cease-operations,134,Series C,10-05-2020 20:57,Singapore,0.1,Unknown
Slice Labs,New York City,Finance,,08-04-2020 00:00,LinkedIn,35,Series A,12-04-2020 06:52,United States,,Unknown
TechAdvance,Lagos,Finance,,08-04-2020 00:00,https://twitter.com/pyjama_ceo/status/1247881029349543941,1,Unknown,15-05-2020 04:08,Nigeria,,Unknown
Zola,New York City,Retail,,08-04-2020 00:00,https://www.fastcompany.com/90488160/as-covid-19-kills-wedding-plans-zola-cuts-salaries-and-lays-off-20-of-staff,140,Series D,08-04-2020 23:58,United States,0.2,Unknown
Toast,Boston,Food,1300,07-04-2020 00:00,https://layoffs.fyi/2020/04/10/toast-cuts-1300-employees/,902,Series F,07-04-2020 21:23,United States,0.5,Unknown
ezCater,Boston,Food,400,07-04-2020 00:00,https://www.axios.com/ezcater-corporate-catering-unicorn-lays-off-hundreds-084d76ff-45fc-4011-8121-e938924e3819.html,319,Series D,07-04-2020 22:55,United States,0.44,Unknown
Sage Therapeutics,Boston,Healthcare,340,07-04-2020 00:00, https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,438,Post-IPO,08-04-2020 22:22,United States,0.53,Unknown
Redfin,Seattle,Real Estate,236,07-04-2020 00:00,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,319,Post-IPO,07-04-2020 21:49,United States,0.07,Unknown
Branch Metrics,SF Bay Area,Marketing,100,07-04-2020 00:00,https://news.crunchbase.com/news/branch-metrics-lays-off-20-percent-of-employees/,367,Series E,09-04-2020 21:50,United States,0.2,Unknown
Newfront Insurance,SF Bay Area,Finance,94,07-04-2020 00:00,https://layoffs.fyi/2020/06/15/newfront-insurance-layoff-list-released/,,Unknown,08-04-2020 05:54,United States,,Unknown
Ibotta,Denver,Retail,87,07-04-2020 00:00,https://businessden.com/2020/04/14/rebate-app-ibotta-cuts-15-percent-of-staff/,85,Series D,12-04-2020 06:44,United States,0.15,Unknown
Virta Health,SF Bay Area,Healthcare,65,07-04-2020 00:00,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,175,Series C,07-04-2020 23:40,United States,,Unknown
Away,New York City,Retail,60,07-04-2020 00:00,https://techcrunch.com/2020/04/07/away-the-high-flying-travel-brand-startup-just-furloughed-half-its-employees-and-laid-off-10/,181,Series D,07-04-2020 21:05,United States,0.1,Unknown
MediaMath,New York City,Marketing,53,07-04-2020 00:00,https://www.adexchanger.com/platforms/mediamath-cuts-8-of-staff-citing-coronavirus/,607,Private Equity,08-04-2020 04:37,United States,0.08,Unknown
Group Nine Media,New York City,Media,50,07-04-2020 00:00,https://www.axios.com/group-nine-media-layoffs-76644172-c473-42aa-b9a3-3a7e60b1baed.html,190,Unknown,07-04-2020 23:38,United States,0.07,Unknown
Payfactors,Boston,HR,46,07-04-2020 00:00,LinkedIn,,Unknown,09-04-2020 05:03,United States,,Unknown
Nav,Salt Lake City,Finance,30,07-04-2020 00:00,https://layoffs.fyi/2020/04/20/nav-laid-off-30-employees/,99,Series C,19-04-2020 18:10,United States,,Unknown
AskNicely,Portland,Support,,07-04-2020 00:00,LinkedIn,15,Series A,09-04-2020 05:26,United States,,Unknown
RainFocus,Salt Lake City,Marketing,,07-04-2020 00:00,LinkedIn,41,Private Equity,09-04-2020 05:35,United States,,Unknown
Metromile,SF Bay Area,Finance,100,06-04-2020 00:00,https://layoffs.fyi/2020/04/08/metromile-laid-off-100-employees/,293,Series E,07-04-2020 04:50,United States,0.33,Unknown
Rock Content,Belo Horizonte,Marketing,100,06-04-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",0.7,Series A,06-04-2020 21:18,Brazil,0.2,Unknown
BounceX,New York City,Marketing,77,06-04-2020 00:00,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,75,Series B,06-04-2020 23:03,United States,0.2,Unknown
C6 Bank,Sao Paulo,Finance,60,06-04-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",,Unknown,06-04-2020 21:17,Brazil,0.06,Unknown
Wordstream,Boston,Marketing,26,06-04-2020 00:00,https://www.linkedin.com/posts/hkogan_earlier-this-week-our-executive-team-made-activity-6654464027185475585-tEV3,28,Acquired,09-04-2020 05:31,United States,0.1,Unknown
Cogito,Boston,Support,24,06-04-2020 00:00,https://www.americaninno.com/boston/inno-news-boston/more-coronavirus-layoffs-emotional-ai-startup-cogito-makes-cuts/,92,Series C,06-04-2020 22:01,United States,0.14,Unknown
BusBud,Montreal,Transportation,23,06-04-2020 00:00,https://www.journaldemontreal.com/2020/04/06/busbud-licencie-le-tiers-de-ses-employes,21,Series B,28-04-2020 03:56,Canada,0.32,Unknown
Borrowell,Toronto,Finance,15,06-04-2020 00:00,https://betakit.com/borrowell-lays-off-20-percent-of-staff-citing-financial-institutions-pulling-back-amid-covid-19/,72,Series B,06-04-2020 23:55,Canada,0.2,Unknown
PerkSpot,Chicago,HR,10,06-04-2020 00:00,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-hr-tech-company-perkspot-amid-covid-19/,50,Private Equity,10-04-2020 04:44,United States,0.1,Unknown
Bitfarms,Quebec,Crypto,,06-04-2020 00:00,https://coingeek.com/job-losses-loom-at-bitfarms-due-to-coronavirus/,25,Post-IPO,08-04-2020 23:53,Canada,,Unknown
Hopper,Boston,Travel,,06-04-2020 00:00,https://www.americaninno.com/boston/inno-news-boston/travel-booking-app-hopper-announces-layoffs-amid-coronavirus-crisis/,183,Series D,06-04-2020 22:05,United States,,Unknown
Mapbox,Washington D.C.,Data,,06-04-2020 00:00,LinkedIn,227,Series C,10-05-2020 06:05,United States,,Unknown
Astra,SF Bay Area,Aerospace,40,05-04-2020 00:00,https://www.cnbc.com/2020/04/05/rocket-startup-astra-trims-staff-to-survive-pandemic-until-next-year.html,100,Unknown,05-04-2020 17:55,United States,0.25,Unknown
Iflix,Kuala Lumpur,Consumer,50,04-04-2020 00:00,https://technode.global/2020/04/07/iflix-job-cuts-coronavirus/,348,Unknown,11-06-2020 23:20,Malaysia,0.12,Unknown
Gympass,Sao Paulo,Fitness,467,03-04-2020 00:00,https://forbes.com.br/negocios/2020/04/exclusivo-gympass-desliga-um-terco-dos-colaboradores/,300,Series D,05-04-2020 21:25,Brazil,0.33,Unknown
Sojern,SF Bay Area,Marketing,300,03-04-2020 00:00,https://www.adweek.com/programmatic/sojern-lays-off-50-of-staff-as-coronavirus-cuts-through-the-travel-industry/,162,Series D,03-04-2020 22:12,United States,0.5,Unknown
MaxMilhas,Belo Horizonte,Travel,167,03-04-2020 00:00,https://revistapegn.globo.com/Startups/noticia/2020/04/por-novo-coronavirus-startups-gympass-e-maxmilhas-cortam-equipes.html,,Unknown,06-04-2020 05:08,Brazil,0.42,Unknown
Minted,SF Bay Area,Retail,147,03-04-2020 00:00,https://www.theinformation.com/briefings/d4f745,297,Series E,05-04-2020 17:53,United States,0.37,Unknown
Velodyne Lidar,SF Bay Area,Transportation,140,03-04-2020 00:00,https://www.bloomberg.com/news/articles/2020-04-04/silicon-valley-startup-firings-over-virus-face-early-court-test,225,Unknown,05-04-2020 04:34,United States,,Unknown
Zoox,SF Bay Area,Transportation,120,03-04-2020 00:00,https://www.theverge.com/2020/4/6/21210000/zoox-layoff-coronavirus-self-driving-car-safety-drivers,955,Series B,07-04-2020 00:03,United States,,Unknown
Traveloka,Jakarta,Travel,100,03-04-2020 00:00,https://asia.nikkei.com/Business/Startups/Coronavirus-drives-Indonesia-s-Traveloka-to-lay-off-staff,,Unknown,07-04-2020 14:51,Indonesia,0.1,Unknown
Arrive Logistics,Austin,Logistics,75,03-04-2020 00:00,https://www.freightwaves.com/news/citing-coronavirus-arrive-logistics-cuts-10-of-workforce,35,Series B,05-04-2020 04:41,United States,0.07,Unknown
Salsify,Boston,Retail,60,03-04-2020 00:00,https://www.americaninno.com/boston/inno-news-boston/salsify-lays-off-60-cuts-executive-pay-amid-coronavirus-driven-uncertainty/,97,Series D,04-04-2020 02:02,United States,0.13,Unknown
Jetty,New York City,Finance,35,03-04-2020 00:00,https://layoffs.fyi/2020/04/17/jetty-laid-off-40-of-staff-after-pausing-sales-of-new-insurance-policies/,40,Series B,06-04-2020 21:21,United States,0.4,Unknown
D2iQ,SF Bay Area,Infrastructure,34,03-04-2020 00:00,https://www.businessinsider.com/d2iq-mesosphere-layoffs-34-coronavirus-crisis-2020-4,247,Series D,22-04-2020 23:02,United States,0.13,Unknown
Bustle Digital Group,New York City,Media,24,03-04-2020 00:00,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,80,Series E,03-04-2020 21:51,United States,0.08,Unknown
Bustle Digital Group,New York City,Media,19,03-04-2020 00:00,https://www.adweek.com/media/bdg-input-mic-layoffs/,80,Series E,21-09-2022 04:06,United States,,Unknown
Opencare,Toronto,Healthcare,18,03-04-2020 00:00,https://betakit.com/opencare-lays-off-one-quarter-of-staff-as-it-prepares-to-weather-the-storm-of-covid-19/,24,Series A,04-04-2020 04:32,Canada,0.25,Unknown
Anagram,Los Angeles,Healthcare,17,03-04-2020 00:00,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,14,Series A,05-04-2020 05:21,United States,,Unknown
G/O Media Group,New York City,Media,14,03-04-2020 00:00,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,,Unknown,08-04-2020 04:48,United States,0.05,Unknown
DSCO,Salt Lake City,Retail,12,03-04-2020 00:00,https://www.linkedin.com/posts/claytonperkins_recommendationsoverresumes-c19-activity-6651856309597675520-BGA9/,4,Series A,07-04-2020 00:36,United States,,Unknown
Tripbam,Dallas,Travel,10,03-04-2020 00:00,https://www.bizjournals.com/dallas/news/2020/04/03/more-travel-tech-companies-reduce-salaries-cut.html,,Unknown,04-04-2020 04:37,United States,0.25,Unknown
Avantage Entertainment,Minneapolis,Media,5,03-04-2020 00:00,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html,,Unknown,04-04-2020 04:45,United States,0.2,Unknown
Alegion,Austin,Data,,03-04-2020 00:00,LinkedIn,16,Series A,09-04-2020 05:39,United States,,Unknown
AllyO,SF Bay Area,HR,,03-04-2020 00:00,LinkedIn,64,Series B,14-04-2020 22:23,United States,,Unknown
Mews,Prague,Travel,,03-04-2020 00:00,LinkedIn,41,Series B,07-04-2020 15:03,Czech Republic,,Unknown
PeopleGrove,SF Bay Area,HR,,03-04-2020 00:00,LinkedIn,7,Series A,07-04-2020 14:26,United States,,Unknown
The Muse,New York City,Recruiting,,03-04-2020 00:00,LinkedIn,28,Series B,07-04-2020 14:42,United States,,Unknown
The Wing,New York City,Real Estate,,03-04-2020 00:00,https://www.fastcompany.com/90486179/the-wing-announces-mass-layoffs-over-zoom-after-covid-19-causes-revenue-to-dry-up-overnight,117,Series C,04-04-2020 02:17,United States,0.5,Unknown
MindBody,San Luis Obispo,Fitness,700,02-04-2020 00:00,https://www.sanluisobispo.com/news/business/article241730706.html,114,Post-IPO,02-04-2020 22:47,United States,0.35,Unknown
Katerra,SF Bay Area,Construction,240,02-04-2020 00:00,https://www.constructiondive.com/news/katerra-ceos-salary-cut-to-0-amid-layoffs-operation-shutdowns/575460/,1200,Series D,04-04-2020 16:11,United States,0.03,Unknown
Ritual,Toronto,Food,196,02-04-2020 00:00,https://layoffs.fyi/2020/04/02/ritual-lays-off-196-employees-due-to-covid-19-impact-on-restaurants/,112,Series C,02-04-2020 17:07,Canada,0.54,Unknown
ClassPass,New York City,Fitness,154,02-04-2020 00:00,https://layoffs.fyi/2020/04/03/classpass-laid-off-or-furloughed-half-its-staff/,549,Series E,02-04-2020 22:29,United States,0.22,Unknown
eGym,Munich,Fitness,100,02-04-2020 00:00,https://www.tz.de/muenchen/stadt/muenchen-ort29098/corona-muenchen-kuendigung-video-videocall-start-up-mitarbeiter-erklaerung-firma-13637702.html,109,Series D,20-04-2020 14:43,Germany,0.25,Unknown
Voi,Stockholm,Transportation,100,02-04-2020 00:00,https://www.businessinsider.com/scooter-startup-voi-layoffs-furloughs-staff-covid-19-2020-4,167,Series B,02-04-2020 22:49,Sweden,,Unknown
Industrious,New York City,Real Estate,90,02-04-2020 00:00,https://commercialobserver.com/2020/04/industrious-cuts-a-third-of-its-workforce/,222,Series D,03-04-2020 14:21,United States,0.2,Unknown
1stdibs,New York City,Retail,70,02-04-2020 00:00,https://twitter.com/eringriffith/status/1246147841350762497,253,Series D,08-04-2020 05:51,United States,0.17,Unknown
ThirdLove,SF Bay Area,Retail,65,02-04-2020 00:00,https://www.businessinsider.com/victorias-secret-challenger-thirdlove-sees-layoffs-due-to-coronavirus-2020-4,68,Series B,02-04-2020 22:24,United States,0.3,Unknown
Latch,New York City,Security,60,02-04-2020 00:00,LinkedIn,152,Series B,04-04-2020 04:54,United States,,Unknown
The Predictive Index,Boston,HR,59,02-04-2020 00:00,https://layoffs.fyi/2020/04/06/the-predictive-index-lays-off-59-employees,65,Acquired,03-04-2020 21:49,United States,0.25,Unknown
Shuttl,New Delhi,Transportation,40,02-04-2020 00:00,https://inc42.com/buzz/startupsvscovid19-startups-choose-layoffs-to-keep-businesses-running/,122,Series C,10-04-2020 05:00,India,,Unknown
Jobcase,Boston,Recruiting,39,02-04-2020 00:00,LinkedIn,118,Private Equity,02-04-2020 17:11,United States,0.2,Unknown
Copper,SF Bay Area,Marketing,35,02-04-2020 00:00,LinkedIn,102,Series C,07-04-2020 00:53,United States,,Unknown
Dynamic Signal,SF Bay Area,HR,35,02-04-2020 00:00,LinkedIn,114,Series E,10-04-2020 04:21,United States,0.19,Unknown
FiscalNote,Washington D.C.,Media,30,02-04-2020 00:00,https://www.adweek.com/digital/dozens-fired-at-cq-roll-publication-known-for-reporting-inside-washington/,50,Series D,15-04-2020 17:39,United States,,Unknown
Sauce Labs,SF Bay Area,Infrastructure,30,02-04-2020 00:00,LinkedIn,151,Unknown,14-04-2020 21:56,United States,0.15,Unknown
Humu,SF Bay Area,HR,26,02-04-2020 00:00,https://www.bloomberg.com/news/articles/2020-04-02/humu-a-startup-run-by-former-google-hr-boss-cuts-jobs,40,Series B,03-04-2020 15:02,United States,,Unknown
TripleLift,New York City,Marketing,23,02-04-2020 00:00,https://www.adweek.com/programmatic/triplelift-confirms-staff-salary-cuts-amid-wave-of-industry-austerity/,16,Series B,10-04-2020 21:09,United States,0.07,Unknown
Coding Dojo,Seattle,Education,7,02-04-2020 00:00,https://www.geekwire.com/2020/engineering-bootcamp-coding-dojo-cuts-jobs-launches-volunteer-program-help-small-businesses/,2,Unknown,12-04-2020 21:17,United States,0.07,Unknown
Instamojo,Bengaluru,Finance,6,02-04-2020 00:00,https://www.business-standard.com/article/companies/covid-19-crisis-consumer-internet-start-ups-brace-for-salary-cuts-layoffs-120040101707_1.html,8,Unknown,12-04-2020 05:58,India,0.06,Unknown
Synergysuite,Salt Lake City,Food,5,02-04-2020 00:00,https://www.linkedin.com/feed/update/urn:li:activity:6651167936918753280?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6651167936918753280%2C6651190820756172801%29,6,Series A,03-04-2020 13:29,United States,0.07,Unknown
Atlanta Tech Village,Atlanta,Real Estate,,02-04-2020 00:00,https://www.bizjournals.com/atlanta/news/2020/04/02/atlanta-tech-village-lays-off-half-of-its-staff.html,,Unknown,04-04-2020 04:28,United States,0.5,Unknown
Capillary,Bengaluru,Retail,,02-04-2020 00:00,https://inc42.com/buzz/startupsvscovid19-startups-choose-layoffs-to-keep-businesses-running/,102,Private Equity,12-04-2020 06:00,India,,Unknown
Modsy,SF Bay Area,Retail,,02-04-2020 00:00,https://techcrunch.com/2020/04/02/modsy-confirms-layoffs-10-months-after-announcing-its-37m-series-c/,70,Series C,02-04-2020 22:05,United States,,Unknown
The Modist,Dubai,Retail,,02-04-2020 00:00,https://www.menabytes.com/the-modist-shuts-down/,,Unknown,05-04-2020 23:25,United Arab Emirates,1,Unknown
Wonder,New York City,Other,,02-04-2020 00:00,https://layoffs.fyi/list/wonder/,,Unknown,23-04-2020 15:38,United States,,Unknown
Booksy,SF Bay Area,Consumer,200,01-04-2020 00:00,LinkedIn,48,Series B,07-04-2020 14:32,United States,,Unknown
Flymya,Yangon,Travel,200,01-04-2020 00:00,https://www.techinasia.com/myanmar-travel-startup-lays-staff-bookings-drop,,Unknown,06-05-2020 03:47,Myanmar,0.33,Unknown
PatientPop,Los Angeles,Healthcare,100,01-04-2020 00:00,LinkedIn,75,Series B,01-04-2020 21:43,United States,0.2,Unknown
Showpad,Chicago,Marketing,52,01-04-2020 00:00,https://www.americaninno.com/chicago/inno-news-chicago/showpad-lays-off-52-employees-globally-18-in-chicago/,159,Series D,01-04-2020 21:33,United States,0.12,Unknown
Highsnobiety,Berlin,Media,51,01-04-2020 00:00,https://digiday.com/media/highsnobiety-closes-commerce-cuts-25-of-staff/,8.5,Series A,08-04-2020 04:49,Germany,0.25,Unknown
Earnin,SF Bay Area,Finance,50,01-04-2020 00:00,LinkedIn,190,Series C,03-04-2020 13:56,United States,0.2,Unknown
Wonolo,SF Bay Area,Recruiting,46,01-04-2020 00:00,https://www.bizjournals.com/sanfrancisco/news/2020/04/01/wonolo-cuts-workforce-amid-covid-19-outbreak.html,52,Series C,28-03-2020 20:52,United States,0.13,Unknown
Acko,Mumbai,Finance,45,01-04-2020 00:00,https://entrackr.com/2020/04/exclusive-acko-insurance-layoff/,143,Unknown,08-04-2020 05:56,India,0.09,Unknown
Moovel,Portland,Transportation,28,01-04-2020 00:00,https://www.oregonlive.com/silicon-forest/2020/04/transit-tech-company-moovel-says-second-round-of-portland-layoffs-will-reduce-staff-nearly-40.html,,Unknown,02-04-2020 22:08,United States,0.37,Unknown
Aqua Security,Tel Aviv,Security,24,01-04-2020 00:00,https://www.bizjournals.com/boston/news/2020/04/02/cybersecurity-company-lays-off-workers-via-zoom.html,100,Series C,04-04-2020 02:15,Israel,0.09,Unknown
Crayon,Boston,Marketing,20,01-04-2020 00:00,LinkedIn,16,Series A,07-04-2020 13:57,United States,0.2,Unknown
Pana,Denver,Travel,18,01-04-2020 00:00,https://businessden.com/2020/04/01/business-travel-startup-pana-cuts-18-employees/,11,Series A,02-04-2020 04:00,United States,,Unknown
Sensibill,Toronto,Finance,17,01-04-2020 00:00,https://betakit.com/following-layoffs-sensibill-secures-5-million-in-debt-financing/,50,Series B,22-05-2020 23:39,Canada,0.2,Unknown
Usermind,Seattle,Marketing,15,01-04-2020 00:00,https://www.geekwire.com/2020/seattle-marketing-software-startup-usermind-lays-off-15-employees/,46,Series C,02-04-2020 04:01,United States,0.25,Unknown
Incredible Health,SF Bay Area,Healthcare,9,01-04-2020 00:00,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,15,Series A,07-04-2020 14:18,United States,0.4,Unknown
Currency,Los Angeles,Finance,,01-04-2020 00:00,LinkedIn,,Unknown,05-04-2020 22:25,United States,,Unknown
GOAT Group,Los Angeles,Retail,,01-04-2020 00:00,LinkedIn,197,Series D,07-04-2020 05:08,United States,,Unknown
Le Tote,SF Bay Area,Retail,,01-04-2020 00:00,https://footwearnews.com/2020/business/retail/lord-taylor-mass-layoffs-president-resigns-out-of-business-1202961340/,62,Series C,06-04-2020 14:53,United States,0.5,Unknown
Levelset,New Orleans,Construction,,01-04-2020 00:00,LinkedIn,46,Series C,09-04-2020 05:41,United States,,Unknown
Pebblepost,New York City,Marketing,,01-04-2020 00:00,LinkedIn,81,Series C,06-04-2020 23:18,United States,0.6,Unknown
WhyHotel,Washington D.C.,Travel,,01-04-2020 00:00,https://technical.ly/dc/2020/04/02/whyhotel-layoffs-operational-changes-hospitality-covid19-coronavirus/,33,Series B,04-04-2020 04:32,United States,0.5,Unknown
KeepTruckin,SF Bay Area,Logistics,349,31-03-2020 00:00,https://layoffs.fyi/2020/03/31/keeptruckin-lays-off-another-149-employees-one-month-after-previous-layoff/,227,Series D,01-04-2020 04:11,United States,0.18,Unknown
AdRoll,Salt Lake City,Marketing,210,31-03-2020 00:00,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/,89,Series C,01-04-2020 05:33,United States,0.3,Unknown
Rover,Seattle,Consumer,194,31-03-2020 00:00,https://www.geekwire.com/2020/pet-care-startup-rover-lays-off-41-workforce-194-employees-due-covid-19-impact/,310,Series G,31-03-2020 20:59,United States,0.41,Unknown
Turo,SF Bay Area,Transportation,108,31-03-2020 00:00,https://layoffs.fyi/2020/04/21/turo-laid-off-108-employees/,467,Series E,01-04-2020 05:44,United States,0.3,Unknown
uShip,Austin,Logistics,65,31-03-2020 00:00,https://www.bizjournals.com/austin/news/2020/03/31/austin-layoffs-rounded-up-incredibly-talented.html,69,Series D,01-04-2020 00:51,United States,0.37,Unknown
SkySlope,Sacramento,Real Estate,50,31-03-2020 00:00,https://www.bizjournals.com/sacramento/news/2020/04/03/skyslope-said-to-cut-sacramento-staff-as-housing.html,,Acquired,14-05-2020 00:15,United States,0.25,Unknown
Siteimprove,Minneapolis,Marketing,40,31-03-2020 00:00,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html,55,Unknown,04-04-2020 04:44,United States,,Unknown
AngelList,SF Bay Area,Recruiting,20,31-03-2020 00:00,https://techcrunch.com/2020/04/06/angellist-lays-off-a-number-of-staff-and-cuts-executive-salaries/,26,Series B,06-04-2020 15:00,United States,,Unknown
Zenoti,Seattle,Fitness,17,31-03-2020 00:00,https://www.geekwire.com/2020/spa-salon-software-startup-zenoti-makes-small-layoff-beauty-industry-faces-covid-19-upheaval/,91,Series C,31-03-2020 21:10,United States,0.04,Unknown
DialSource,Sacramento,Marketing,5,31-03-2020 00:00,Company executive,26,Series B,07-04-2020 17:25,United States,0.14,Unknown
Adara,SF Bay Area,Travel,,31-03-2020 00:00,https://www.linkedin.com/posts/hongchengmi_grateful-activity-6650855887563030528-O3sC,67,Series C,06-04-2020 23:13,United States,,Unknown
Claravine,Salt Lake City,Marketing,,31-03-2020 00:00,LinkedIn,4,Seed,07-04-2020 15:11,United States,,Unknown
Domio,New York City,Travel,,31-03-2020 00:00,LinkedIn,116,Series B,07-04-2020 14:38,United States,0.3,Unknown
Kazoo,Austin,HR,,31-03-2020 00:00,https://www.americaninno.com/austin/inno-news/austin-hr-platform-company-kazoo-lays-off-35-of-its-workforce/,8,Series A,01-04-2020 00:50,United States,0.35,Unknown
Snap Finance,Salt Lake City,Finance,,31-03-2020 00:00,LinkedIn,,Unknown,01-04-2020 21:37,United States,,Unknown
Zerto,Boston,Infrastructure,,31-03-2020 00:00,https://blocksandfiles.com/2020/03/31/zerto-makes-layoffs-to-survive-pandemic-economic-storm/,130,Series E,01-04-2020 00:52,United States,,Unknown
Thumbtack,SF Bay Area,Consumer,250,30-03-2020 00:00,https://layoffs.fyi/2020/04/06/thumbtack-laid-off-250-employees/,423,Series F,30-03-2020 21:20,United States,0.3,Unknown
RigUp,Austin,Energy,120,30-03-2020 00:00,https://www.americaninno.com/austin/inno-news/austin-tech-unicorn-rigup-sheds-100-plus-jobs/,423,Series D,31-03-2020 21:00,United States,0.25,Unknown
